ID,DATE,AMOUNT,ACCOUNT_ID
1108,08/04,16.41,15
1109,05/03,44.35,1
1110,12/18,53.18,1
1111,10/30,-22.54,6
1112,12/14,-10.18,16
1113,02/07,25.01,1
1114,09/25,-1.34,10
1115,04/26,-60.07,1
1116,03/10,69.62,20
1117,12/28,94.44,11
1118,06/02,-80.49,1
1119,02/02,73.99,7
1120,08/27,29.93,3
1121,11/14,-46.58,18
1122,08/08,-71.98,14
1123,05/28,-35.3,2
1124,11/12,40.9,16
1125,07/03,-45.35,5
1126,09/30,0.7,16
1127,06/20,-0.09,12
1128,07/09,12.48,4
1129,05/04,43.21,10
1130,01/03,15.66,11
1131,11/29,-37.64,12
1132,01/19,45.57,20
1133,08/17,92.62,14
1134,03/26,58.42,6
1135,11/10,-13.28,13
1136,11/26,-76.71,13
1137,04/10,77.81,11
1138,03/24,71.51,15
1139,08/18,99.37,12
1140,07/11,-35.75,20
1141,06/01,43.82,10
1142,08/01,72.9,18
1143,01/21,-89.38,8
1144,08/22,-12.8,7
1145,09/12,18.02,16
1146,03/27,-15.8,4
1147,10/14,-15.35,9
1148,07/24,-34.29,20
1149,01/31,-67.28,11
1150,08/26,-25.29,20
1151,10/30,7.49,20
1152,02/04,97.03,12
1153,04/30,-8.27,20
1154,10/01,-77.04,6
1155,09/20,-92.48,3
1156,02/25,-93.79,19
1157,04/10,-17.34,8
1158,12/09,-93.89,5
1159,06/30,13.01,16
1160,07/04,-13.28,4
1161,09/28,62.08,15
1162,02/12,94.5,12
1163,10/23,49.15,17
1164,10/08,31.95,12
1165,01/01,-34.97,13
1166,02/19,64.33,19
1167,01/20,-36.25,18
1168,11/15,-92.98,14
1169,03/08,18.7,12
1170,06/15,-86.61,16
1171,06/23,-21.06,13
1172,02/05,82.84,15
1173,03/04,53.67,12
1174,12/08,-58.67,5
1175,12/15,38.71,2
1176,10/03,-25.87,6
1177,07/06,75.14,9
1178,03/01,-23.75,15
1179,09/08,35.57,13
1180,12/27,22.99,3
1181,05/09,99.14,15
1182,05/08,-62.14,1
1183,02/16,26.11,13
1184,01/05,-18.07,1
1185,08/01,-42.68,8
1186,04/02,32.49,9
1187,12/23,2.91,17
1188,09/28,11.39,19
1189,12/29,-67.43,1
1190,10/08,-45.81,2
1191,03/13,-82.16,5
1192,02/15,92.22,8
1193,04/15,-64.25,8
1194,06/11,-0.07,8
1195,03/04,2.24,17
1196,09/28,-9.23,8
1197,10/31,61.35,1
1198,04/19,-85.94,12
1199,03/10,18.82,17
1200,05/14,28.38,8
1201,03/31,32.34,12
1202,09/08,-17.53,2
1203,10/06,-11.4,17
1204,09/25,-39.39,14
1205,04/26,37.0,2
1206,12/07,2.83,16
1207,07/08,1.83,5
1208,06/20,-11.29,7
1209,02/20,25.89,17
1210,10/19,-39.04,9
1211,07/14,-58.7,20
1212,06/14,75.13,11
1213,12/12,-39.14,18
1214,09/03,92.17,19
1215,10/06,62.43,3
1216,02/22,-31.2,1
1217,03/12,65.9,3
1218,11/14,-21.97,11
1219,06/13,6.06,11
1220,03/18,-58.51,20
1221,12/21,99.41,15
1222,06/04,52.68,10
1223,02/19,-45.86,12
1224,02/21,-0.75,1
1225,10/10,16.0,7
1226,03/02,-72.2,15
1227,06/21,-26.17,7
1228,12/22,-16.58,15
1229,12/22,63.84,1
1230,08/10,89.19,12
1231,05/30,9.24,10
1232,01/11,3.21,10
1233,08/19,65.42,17
1234,11/13,-42.96,16
1235,08/04,-82.94,5
1236,04/11,69.41,12
1237,04/24,-69.21,20
1238,03/28,-51.79,7
1239,12/14,-70.47,4
1240,08/07,-71.94,19
1241,01/27,96.5,15
1242,11/04,93.07,11
1243,04/08,-53.71,12
1244,11/20,26.98,17
1245,11/28,87.84,3
1246,11/29,-81.64,15
1247,12/03,78.34,14
1248,12/12,46.5,4
1249,08/21,22.11,6
1250,08/05,-88.05,2
1251,08/22,-30.9,4
1252,01/28,13.37,8
1253,05/06,96.36,15
1254,06/17,23.86,11
1255,07/28,28.17,3
1256,09/22,22.39,2
1257,05/15,46.64,20
1258,02/04,-14.62,15
1259,09/02,60.27,3
1260,01/01,-10.19,8
1261,12/26,-11.07,6
1262,07/05,78.06,19
1263,02/14,1.19,4
1264,07/22,42.51,16
1265,02/09,6.6,15
1266,10/13,39.83,17
1267,03/12,-42.7,9
1268,10/09,53.8,20
1269,04/22,88.87,16
1270,08/29,-78.85,5
1271,10/31,25.66,2
1272,08/01,99.28,13
1273,10/06,99.91,13
1274,12/03,20.0,15
1275,09/29,-69.7,18
1276,01/08,-66.62,10
1277,07/16,33.79,2
1278,04/25,-95.05,10
1279,01/08,-39.35,18
1280,11/16,-4.37,15
1281,06/10,-0.53,17
1282,04/29,11.56,14
1283,12/07,-47.0,6
1284,10/25,24.97,5
1285,05/13,20.09,17
1286,08/01,20.67,15
1287,03/15,-67.01,5
1288,04/21,-0.88,6
1289,01/30,17.99,4
1290,01/16,-78.21,15
1291,04/08,-51.0,9
1292,03/15,-69.18,15
1293,12/14,-11.98,5
1294,01/15,24.88,16
1295,10/26,52.12,10
1296,11/11,11.29,18
1297,02/16,-86.96,12
1298,12/26,-95.61,6
1299,04/21,72.54,5
1300,06/10,-60.5,14
1301,12/18,-37.05,12
1302,04/10,-46.85,13
1303,07/28,55.04,8
1304,12/26,-86.58,8
1305,10/09,78.74,20
1306,11/18,73.55,20
1307,01/10,-4.12,4
1308,09/08,44.34,12
1309,08/11,-19.28,2
1310,06/15,-46.43,18
1311,08/31,78.83,15
1312,03/28,48.96,16
1313,10/19,-5.18,2
1314,01/15,-74.14,18
1315,03/16,-62.41,13
1316,11/07,-46.44,8
1317,02/15,6.93,12
1318,01/17,36.19,13
1319,03/23,-50.68,1
1320,12/27,-24.97,12
1321,01/27,-50.99,8
1322,08/20,84.41,14
1323,03/19,-98.89,14
1324,10/20,-42.0,19
1325,08/28,-86.33,10
1326,03/03,51.56,14
1327,04/20,-7.22,12
1328,07/16,-89.58,6
1329,02/04,63.92,1
1330,10/20,-76.45,9
1331,12/27,-56.05,3
1332,06/11,88.56,1
1333,08/13,76.04,2
1334,05/29,-7.35,2
1335,12/18,95.96,10
1336,05/17,56.17,8
1337,02/27,-51.85,19
1338,04/26,29.57,13
1339,12/05,-81.81,20
1340,11/16,-60.59,8
1341,03/17,81.81,20
1342,09/19,88.43,11
1343,04/04,46.81,18
1344,06/17,82.63,11
1345,11/16,66.44,8
1346,12/18,23.58,12
1347,12/10,57.84,3
1348,03/11,-95.76,9
1349,06/28,-34.32,12
1350,06/13,-47.73,12
1351,10/04,64.48,4
1352,05/12,-86.98,13
1353,08/20,72.88,20
1354,07/27,-94.9,10
1355,04/03,-5.75,17
1356,01/05,77.82,10
1357,07/04,27.34,11
1358,01/02,71.41,7
1359,12/07,69.56,11
1360,02/14,-0.42,16
1361,09/03,-72.95,8
1362,02/22,-63.33,11
1363,06/24,-49.57,16
1364,09/28,-15.65,20
1365,08/07,55.8,1
1366,01/10,-80.68,14
1367,11/26,74.72,6
1368,03/04,68.67,13
1369,09/12,-11.86,8
1370,11/21,66.36,11
1371,01/22,80.7,3
1372,12/07,22.02,11
1373,03/14,26.15,13
1374,08/07,61.18,19
1375,05/07,36.47,9
1376,06/25,75.93,3
1377,10/10,-82.41,4
1378,02/17,84.57,9
1379,04/26,-27.75,7
1380,08/19,86.63,11
1381,04/18,93.26,18
1382,02/19,95.59,11
1383,12/14,8.0,11
1384,08/11,61.22,19
1385,08/29,-43.82,1
1386,09/30,70.89,19
1387,12/17,-10.17,1
1388,06/20,21.99,3
1389,12/05,14.96,6
1390,08/17,-81.24,6
1391,09/10,-31.68,6
1392,03/07,24.94,1
1393,04/05,8.32,1
1394,04/17,87.75,4
1395,08/30,-66.02,14
1396,06/30,89.76,3
1397,01/12,76.67,15
1398,06/11,-85.0,16
1399,08/22,15.11,7
1400,06/28,-53.92,9
1401,10/18,51.32,16
1402,02/09,51.19,19
1403,05/14,-83.61,2
1404,10/19,-90.73,11
1405,09/02,84.77,6
1406,03/15,66.81,10
1407,02/22,-20.17,17
1408,04/06,14.09,9
1409,05/19,-36.69,5
1410,09/30,-22.38,9
1411,07/14,-22.38,9
1412,01/05,-48.12,20
1413,01/16,-52.75,10
1414,01/09,-46.15,1
1415,03/09,-94.3,18
1416,04/23,-27.25,11
1417,09/18,-27.84,2
1418,09/02,5.08,3
1419,03/10,-19.02,8
1420,10/14,-2.5,14
1421,01/05,-37.77,10
1422,12/16,-18.89,9
1423,01/18,58.9,13
1424,10/16,15.59,11
1425,06/07,96.33,4
1426,12/29,-59.74,6
1427,10/10,77.94,10
1428,05/05,-9.67,7
1429,03/03,-58.18,15
1430,06/30,62.8,16
1431,08/21,-47.04,11
1432,05/03,42.15,17
1433,01/18,46.6,2
1434,09/09,-8.8,19
1435,02/16,22.77,8
1436,11/11,80.49,16
1437,01/10,-96.71,6
1438,12/15,-80.68,18
1439,07/31,35.47,20
1440,03/05,89.97,14
1441,05/25,-13.24,4
1442,03/13,44.0,1
1443,08/25,-91.11,14
1444,04/01,5.85,3
1445,12/19,-80.13,11
1446,12/19,-23.12,5
1447,12/25,-19.04,17
1448,05/17,73.51,2
1449,05/22,-28.99,15
1450,12/01,15.42,10
1451,08/31,-88.42,19
1452,05/01,-8.29,3
1453,04/18,26.59,1
1454,05/11,74.06,4
1455,01/10,64.95,5
1456,07/12,-98.06,8
1457,01/14,-56.44,14
1458,08/30,-35.16,1
1459,09/14,56.6,16
1460,08/25,51.28,20
1461,05/26,-43.91,15
1462,08/09,-27.56,3
1463,03/26,63.92,5
1464,06/03,-44.85,9
1465,05/11,-21.56,7
1466,12/14,58.17,15
1467,11/12,-58.12,19
1468,01/22,83.85,7
1469,03/22,-47.04,8
1470,05/20,-69.82,12
1471,04/24,28.18,20
1472,08/28,88.68,16
1473,02/05,-12.04,14
1474,07/16,49.3,11
1475,08/24,44.0,12
1476,09/09,-90.85,1
1477,01/17,-84.57,16
1478,07/26,-58.76,11
1479,08/13,-0.53,17
1480,09/25,-7.08,20
1481,03/23,-90.44,5
1482,01/18,0.5,4
1483,06/25,8.69,6
1484,02/12,-27.51,11
1485,08/06,29.49,6
1486,10/25,37.42,12
1487,07/25,61.08,14
1488,09/10,70.76,3
1489,10/19,-34.16,4
1490,06/26,-47.29,4
1491,09/27,35.29,16
1492,04/13,-40.3,7
1493,01/02,85.16,11
1494,09/07,-39.84,17
1495,01/29,-75.83,17
1496,02/15,19.25,14
1497,04/13,4.77,1
1498,03/21,84.04,16
1499,04/05,9.3,5
1500,04/10,91.4,15
1501,03/30,91.16,6
1502,03/17,-90.29,4
1503,11/19,-50.45,2
1504,03/08,-14.83,9
1505,04/24,-67.04,9
1506,02/16,99.48,2
1507,04/01,47.18,18
1508,12/26,-40.95,3
1509,09/28,-6.69,17
1510,04/30,-20.95,14
1511,12/08,-6.21,6
1512,08/23,87.71,12
1513,06/02,-73.5,4
1514,05/20,34.69,6
1515,05/01,-73.35,18
1516,07/13,-24.88,7
1517,08/12,55.69,6
1518,10/22,17.61,20
1519,09/10,-29.77,10
1520,06/28,-98.95,3
1521,02/12,76.9,13
1522,06/14,41.89,13
1523,10/15,66.18,4
1524,09/11,-36.22,19
1525,04/12,34.77,2
1526,05/03,-16.62,4
1527,08/17,92.63,6
1528,05/29,62.02,19
1529,12/22,-21.79,8
1530,10/17,-36.36,10
1531,09/30,-20.46,5
1532,02/15,-82.06,9
1533,01/12,60.19,16
1534,02/02,75.63,1
1535,10/20,-79.08,20
1536,04/02,44.62,19
1537,11/03,50.56,19
1538,06/13,98.91,3
1539,05/31,-13.85,12
1540,09/22,32.16,17
1541,06/06,9.55,4
1542,07/11,-81.33,9
1543,11/11,7.12,18
1544,03/12,-34.65,5
1545,07/23,39.94,2
1546,10/11,-61.11,17
1547,11/20,-96.63,20
1548,08/14,18.65,10
1549,04/13,41.12,1
1550,03/08,-31.72,5
1551,08/22,51.62,10
1552,05/09,81.19,20
1553,06/24,-2.77,9
1554,01/28,-88.88,13
1555,03/04,-21.35,16
1556,05/06,39.44,13
1557,11/10,87.42,19
1558,06/16,48.73,1
1559,10/17,-93.4,16
1560,12/09,48.27,8
1561,08/07,29.17,12
1562,05/15,-27.82,18
1563,04/30,60.34,8
1564,05/12,-13.68,15
1565,04/02,-41.52,12
1566,10/26,-15.84,18
1567,01/05,-33.0,9
1568,05/11,48.38,16
1569,02/07,56.75,17
1570,02/06,-0.41,14
1571,03/02,-63.18,8
1572,02/08,61.34,14
1573,01/16,-70.71,1
1574,09/05,-35.14,11
1575,03/15,-71.74,20
1576,09/01,-59.18,15
1577,08/19,-8.11,11
1578,10/08,-26.8,16
1579,10/09,-63.15,14
1580,01/12,5.54,13
1581,06/04,-98.76,6
1582,06/04,43.28,15
1583,08/27,96.13,7
1584,02/15,37.58,1
1585,07/27,37.36,14
1586,02/27,-59.92,3
1587,08/21,-34.51,5
1588,04/18,31.16,14
1589,03/22,49.88,8
1590,10/02,-65.25,7
1591,08/20,4.5,15
1592,10/04,99.41,4
1593,11/20,8.55,3
1594,03/26,-33.68,9
1595,04/25,73.36,11
1596,11/08,51.27,5
1597,04/21,-57.91,11
1598,01/04,-40.04,15
1599,05/31,-48.09,7
1600,07/27,-10.81,16
1601,05/08,-74.97,2
1602,04/30,24.54,16
1603,08/25,-75.24,16
1604,06/04,-44.1,20
1605,04/17,-17.74,17
1606,05/13,-21.01,12
1607,02/11,-42.34,17
1608,07/28,7.78,6
1609,04/01,-77.33,12
1610,12/24,-22.2,13
1611,04/28,-17.51,9
1612,02/20,58.5,19
1613,03/12,14.09,7
1614,06/08,-66.82,6
1615,01/02,-38.05,2
1616,01/18,12.06,9
1617,04/20,-68.64,19
1618,03/04,-4.59,12
1619,02/11,-3.31,10
1620,09/25,42.79,5
1621,05/29,-13.55,18
1622,04/20,39.58,10
1623,12/26,97.54,7
1624,09/27,41.51,8
1625,03/26,42.29,5
1626,07/17,-78.04,20
1627,09/02,-54.45,16
1628,08/02,-49.83,4
1629,06/24,-13.97,18
1630,11/26,43.27,15
1631,08/01,21.83,13
1632,02/20,-98.4,12
1633,06/10,79.98,6
1634,05/30,-9.83,6
1635,03/29,-64.35,13
1636,10/17,78.47,4
1637,01/26,53.16,6
1638,03/23,73.02,13
1639,09/20,9.71,7
1640,07/09,-71.5,10
1641,02/13,-56.45,7
1642,06/24,17.54,7
1643,09/28,23.11,17
1644,06/15,-61.35,17
1645,08/26,-36.14,10
1646,02/20,12.99,17
1647,09/16,-52.18,13
1648,09/09,67.8,4
1649,01/11,-61.57,3
1650,09/20,-51.86,10
1651,01/18,57.8,19
1652,06/12,-18.73,11
1653,07/18,35.76,9
1654,06/17,-59.8,14
1655,11/30,24.06,1
1656,03/22,64.0,20
1657,11/21,-62.99,16
1658,03/04,10.21,8
1659,12/05,92.86,17
1660,10/24,23.51,6
1661,07/25,91.47,9
1662,02/18,-31.03,17
1663,12/07,81.88,11
1664,12/27,-99.1,15
1665,08/30,58.6,16
1666,04/14,-66.3,19
1667,05/29,57.52,17
1668,07/14,44.16,19
1669,10/17,-26.31,7
1670,03/15,-89.85,4
1671,12/11,85.81,17
1672,12/25,60.34,2
1673,05/07,19.21,8
1674,09/08,-60.12,5
1675,09/01,-72.2,16
1676,05/06,-88.45,7
1677,05/28,33.43,6
1678,01/02,-34.36,17
1679,09/19,68.03,19
1680,12/31,-28.6,1
1681,09/10,-14.48,6
1682,04/15,-4.3,15
1683,04/24,80.08,19
1684,12/20,-92.03,1
1685,05/19,44.07,4
1686,04/20,26.05,7
1687,03/12,-46.62,20
1688,09/03,0.36,2
1689,11/20,63.37,7
1690,04/18,16.64,11
1691,10/01,-48.35,10
1692,03/14,42.75,14
1693,05/27,2.02,5
1694,11/16,13.89,16
1695,04/05,31.14,16
1696,01/10,75.34,10
1697,02/04,-20.13,9
1698,11/12,-39.01,17
1699,12/08,-97.92,12
1700,04/24,-42.68,16
1701,12/19,-89.53,4
1702,09/23,75.31,10
1703,09/22,-65.03,12
1704,07/27,6.23,6
1705,05/31,43.18,17
1706,02/25,23.14,6
1707,03/02,74.62,16
1708,06/08,-53.05,15
1709,05/20,52.14,20
1710,09/12,4.15,14
1711,02/18,-58.7,7
1712,07/08,-94.16,8
1713,07/29,-40.57,16
1714,12/01,-69.68,17
1715,04/26,17.62,5
1716,04/09,51.64,14
1717,04/01,-22.61,13
1718,06/25,-41.44,15
1719,11/20,33.67,9
1720,07/04,41.03,13
1721,09/29,-76.74,1
1722,02/20,99.34,1
1723,09/07,49.1,17
1724,08/06,55.55,9
1725,10/07,19.62,16
1726,03/20,15.1,15
1727,09/24,59.48,19
1728,06/25,51.01,1
1729,12/22,52.53,3
1730,09/05,-85.55,16
1731,12/13,92.16,11
1732,11/05,59.12,12
1733,05/29,-66.64,8
1734,01/17,-91.31,8
1735,05/18,35.28,11
1736,12/19,88.38,19
1737,04/06,-27.49,19
1738,01/27,29.08,15
1739,10/28,-44.73,10
1740,01/29,66.39,7
1741,04/16,-59.65,18
1742,11/27,33.31,19
1743,02/20,2.76,9
1744,10/28,82.43,9
1745,12/16,86.0,1
1746,03/09,67.19,10
1747,11/16,-86.09,14
1748,07/24,-49.03,19
1749,12/26,2.08,2
1750,03/25,-50.7,8
1751,10/13,22.43,7
1752,05/10,-25.88,9
1753,07/06,-14.81,16
1754,07/23,30.33,20
1755,07/04,16.84,2
1756,07/04,55.41,9
1757,04/23,55.08,2
1758,08/23,-59.45,18
1759,08/03,-53.46,13
1760,09/02,-12.54,8
1761,01/28,93.05,18
1762,06/25,-99.0,15
1763,01/05,29.43,14
1764,07/07,30.98,13
1765,09/02,59.67,9
1766,02/26,72.12,4
1767,08/16,-60.27,11
1768,11/27,1.58,14
1769,02/10,19.38,14
1770,08/23,-34.19,18
1771,07/14,-77.37,15
1772,09/20,95.5,18
1773,01/17,35.78,15
1774,05/16,-92.62,19
1775,08/06,57.68,13
1776,08/05,70.33,5
1777,12/12,-25.57,13
1778,12/19,99.57,17
1779,01/11,42.84,7
1780,12/07,76.11,5
1781,09/10,45.62,4
1782,12/06,14.26,4
1783,12/11,39.79,15
1784,05/07,-8.21,5
1785,09/28,-77.11,5
1786,07/18,90.56,15
1787,08/06,38.37,19
1788,12/17,9.02,12
1789,12/07,74.43,6
1790,01/16,80.49,3
1791,05/06,1.37,16
1792,08/14,49.03,2
1793,03/09,-30.43,4
1794,11/04,-64.87,3
1795,03/05,14.32,7
1796,06/03,93.25,5
1797,04/03,-66.48,14
1798,02/07,50.13,12
1799,02/14,72.77,19
1800,02/06,18.97,4
1801,03/30,-44.01,8
1802,02/08,50.27,3
1803,04/10,85.44,20
1804,03/01,-33.75,11
1805,02/18,-10.16,12
1806,06/29,76.79,11
1807,01/04,58.21,17
1808,08/10,87.55,8
1809,08/11,24.04,8
1810,09/17,9.11,11
1811,03/22,16.99,6
1812,04/14,45.89,11
1813,01/31,80.9,4
1814,12/15,-88.2,11
1815,08/02,31.51,18
1816,09/29,-37.11,1
1817,10/08,91.08,14
1818,11/06,-80.98,2
1819,08/31,69.4,13
1820,12/23,-49.86,11
1821,04/29,48.99,7
1822,11/26,18.72,9
1823,07/31,-33.97,1
1824,04/19,-14.77,10
1825,09/04,82.59,4
1826,05/12,-50.97,1
1827,06/08,-92.09,16
1828,02/13,-3.96,20
1829,09/26,51.33,7
1830,10/31,-78.52,18
1831,09/01,98.59,15
1832,05/27,72.71,15
1833,04/27,64.14,2
1834,10/06,69.83,14
1835,09/14,-50.16,9
1836,04/15,75.46,7
1837,01/04,-6.59,19
1838,04/07,-84.94,9
1839,07/30,-27.52,20
1840,12/05,-8.19,8
1841,03/13,-71.04,17
1842,06/26,10.72,20
1843,09/03,-53.4,11
1844,02/14,-8.14,17
1845,09/18,-37.01,18
1846,02/08,-67.62,5
1847,07/02,35.68,8
1848,08/31,-28.64,11
1849,10/28,30.52,11
1850,01/23,53.59,12
1851,06/26,32.96,18
1852,07/26,73.54,18
1853,06/23,-39.62,8
1854,09/09,0.75,7
1855,11/09,-85.96,4
1856,08/20,16.47,12
1857,03/15,-92.66,9
1858,06/15,-48.38,13
1859,09/03,-98.36,1
1860,12/01,70.24,11
1861,04/09,20.48,2
1862,09/29,10.62,19
1863,09/20,-89.17,12
1864,07/17,88.91,15
1865,05/21,82.85,3
1866,12/30,16.51,9
1867,08/23,52.75,9
1868,05/12,28.88,15
1869,11/21,28.58,4
1870,01/19,30.64,8
1871,07/10,-22.96,1
1872,06/04,-3.19,16
1873,10/14,-60.53,14
1874,11/08,-41.68,19
1875,11/22,55.05,8
1876,08/29,-1.15,20
1877,04/29,2.41,11
1878,09/10,-47.28,5
1879,01/28,25.51,10
1880,08/24,-90.38,8
1881,04/11,-7.24,11
1882,10/03,48.96,9
1883,08/31,-61.27,7
1884,09/23,28.39,16
1885,07/05,-82.83,14
1886,07/03,86.85,6
1887,01/27,-78.64,20
1888,04/08,7.25,17
1889,11/02,-8.67,1
1890,01/23,-60.36,9
1891,11/25,73.83,1
1892,09/20,6.74,4
1893,05/16,-47.82,19
1894,11/26,-66.61,12
1895,09/29,10.68,19
1896,07/25,1.85,14
1897,08/11,-93.82,7
1898,04/18,82.51,4
1899,12/03,-22.6,5
1900,05/20,1.18,4
1901,11/23,50.78,13
1902,05/24,64.71,14
1903,01/11,-26.35,16
1904,05/26,91.28,12
1905,06/19,-33.03,17
1906,09/07,4.81,3
1907,09/10,-14.04,19
1908,08/31,24.51,19
1909,04/09,62.91,10
1910,04/13,-95.76,14
1911,10/17,34.18,12
1912,06/06,-51.61,20
1913,01/19,-50.57,16
1914,09/03,-36.76,4
1915,11/05,9.89,16
1916,03/31,-61.24,10
1917,01/12,-83.48,9
1918,09/12,34.18,16
1919,05/16,-85.22,1
1920,07/22,-18.41,13
1921,12/05,29.05,12
1922,07/09,-78.65,4
1923,01/10,77.86,1
1924,03/26,84.78,15
1925,03/08,-46.53,19
1926,05/09,9.34,4
1927,01/22,-4.97,17
1928,01/11,-17.14,18
1929,01/31,-49.33,7
1930,07/10,73.16,7
1931,11/27,9.67,16
1932,07/04,78.54,4
1933,10/21,-51.43,8
1934,09/21,84.51,6
1935,03/24,71.17,12
1936,07/27,-57.25,19
1937,08/27,-92.78,2
1938,09/29,-97.41,17
1939,10/09,77.19,8
1940,07/07,35.34,16
1941,02/14,-46.56,4
1942,06/20,77.07,15
1943,05/25,31.2,11
1944,11/25,-68.12,10
1945,05/29,-8.06,11
1946,01/16,-34.37,3
1947,05/02,-76.77,18
1948,04/10,92.74,16
1949,06/09,8.51,1
1950,11/24,65.05,7
1951,02/02,-69.22,17
1952,08/30,43.01,7
1953,05/04,86.57,16
1954,02/17,99.39,9
1955,04/30,66.65,3
1956,12/14,15.05,18
1957,01/19,10.09,6
1958,11/02,48.44,16
1959,07/10,-99.34,16
1960,09/06,14.64,18
1961,06/04,-61.4,7
1962,07/04,27.29,9
1963,12/21,-84.19,3
1964,10/31,-5.29,19
1965,12/14,-37.56,11
1966,02/02,63.42,2
1967,01/24,51.31,10
1968,09/02,65.17,16
1969,05/28,-98.41,14
1970,10/26,2.83,8
1971,12/20,14.31,14
1972,08/29,-12.19,1
1973,12/10,54.6,6
1974,06/17,82.23,11
1975,09/15,-1.99,1
1976,10/10,63.86,19
1977,04/17,17.12,8
1978,01/13,-94.15,13
1979,04/09,-33.37,10
1980,10/18,17.58,3
1981,05/26,17.32,7
1982,03/06,-53.06,1
1983,11/10,89.71,17
1984,04/15,-76.4,5
1985,10/20,79.25,14
1986,11/13,39.84,1
1987,07/22,-35.72,20
1988,05/15,68.76,12
1989,12/04,34.63,1
1990,05/30,-25.03,19
1991,02/21,-79.0,16
1992,10/16,93.36,10
1993,10/06,-3.36,17
1994,12/24,-51.99,13
1995,11/15,-51.41,15
1996,06/22,13.16,13
1997,09/17,-38.98,12
1998,11/27,91.99,15
1999,06/15,-63.39,7
2000,03/29,72.47,15
2001,08/17,89.26,14
2002,01/02,75.99,12
2003,08/09,97.91,2
2004,10/08,25.8,4
2005,07/09,-58.31,12
2006,05/26,11.46,16
2007,09/27,0.85,17
2008,02/13,-12.65,9
2009,04/21,-80.45,11
2010,12/15,60.12,14
2011,09/22,-85.69,13
2012,11/27,76.3,1
2013,03/18,20.29,19
2014,05/04,-91.89,11
2015,06/27,31.25,9
2016,05/20,84.3,10
2017,03/27,88.85,18
2018,04/15,96.18,13
2019,02/09,-72.5,4
2020,11/07,-87.87,17
2021,11/02,-21.7,13
2022,03/24,-98.91,16
2023,10/10,94.5,13
2024,06/08,-72.58,7
2025,08/20,-31.73,2
2026,11/18,-57.34,2
2027,01/08,-60.42,13
2028,06/17,-36.44,17
2029,09/15,77.85,17
2030,06/03,82.07,18
2031,11/05,-20.8,5
2032,09/10,99.21,5
2033,08/31,-59.09,2
2034,08/23,-92.54,19
2035,01/22,-64.15,13
2036,04/28,-96.03,4
2037,05/21,-3.13,2
2038,01/16,1.3,11
2039,07/23,-49.75,12
2040,10/11,45.28,17
2041,11/16,-40.84,5
2042,08/01,-27.85,11
2043,09/29,-90.6,4
2044,05/09,75.41,3
2045,04/24,-8.34,20
2046,01/25,-51.55,2
2047,10/01,13.75,16
2048,02/17,-6.97,12
2049,07/30,-74.56,2
2050,11/08,88.03,2
2051,03/22,36.9,3
2052,04/13,15.97,5
2053,08/19,-88.2,18
2054,05/10,87.71,9
2055,04/25,-26.85,9
2056,09/28,63.03,3
2057,12/29,86.69,20
2058,01/14,94.49,17
2059,09/03,11.7,8
2060,09/05,93.54,17
2061,04/15,-41.35,6
2062,05/12,-63.17,11
2063,11/08,-7.02,16
2064,09/27,-17.51,3
2065,01/16,41.21,8
2066,01/22,40.24,2
2067,03/27,9.51,3
2068,05/23,-84.83,12
2069,10/28,70.95,2
2070,06/16,-23.01,19
2071,01/02,-69.76,9
2072,06/28,5.69,3
2073,03/17,-18.53,5
2074,10/26,11.36,17
2075,06/15,-41.51,12
2076,12/26,13.1,15
2077,09/27,-4.34,5
2078,06/12,26.05,3
2079,08/08,69.93,8
2080,02/08,86.53,14
2081,12/04,-38.54,19
2082,03/21,-46.29,14
2083,12/11,48.58,17
2084,12/02,15.31,11
2085,12/25,59.83,19
2086,04/01,4.36,16
2087,06/12,69.35,9
2088,12/09,-20.34,11
2089,04/14,-29.29,8
2090,02/28,93.2,14
2091,11/01,91.09,18
2092,04/08,55.86,9
2093,05/02,19.96,12
2094,02/11,82.63,13
2095,06/01,90.39,10
2096,04/07,-94.33,15
2097,11/13,-13.06,15
2098,08/12,-75.76,16
2099,04/02,-41.08,2
2100,02/23,93.84,16
2101,08/21,10.19,1
2102,02/11,-74.54,7
2103,02/03,-86.42,8
2104,10/22,99.7,12
2105,09/20,96.89,7
2106,10/21,-62.54,9
2107,12/10,-92.21,5
2108,08/24,-66.12,7
2109,09/03,44.98,13
2110,04/17,-94.27,20
2111,11/02,72.96,9
2112,04/21,-20.57,12
2113,08/03,11.07,19
2114,03/26,45.0,6
2115,04/07,4.06,7
2116,11/27,-69.38,4
2117,09/26,-5.9,16
2118,05/29,-32.83,10
2119,03/27,-89.97,14
2120,11/10,39.61,8
2121,02/05,41.45,13
2122,07/17,11.39,9
2123,10/15,-34.82,17
2124,09/12,37.7,20
2125,06/13,-62.36,11
2126,10/06,26.23,20
2127,11/12,-25.52,17
2128,06/10,81.41,3
2129,06/04,44.73,3
2130,11/03,-83.52,18
2131,04/27,-29.51,3
2132,09/12,-85.53,15
2133,09/18,37.99,3
2134,02/05,32.91,19
2135,09/05,-84.22,13
2136,06/07,6.46,14
2137,03/25,-33.5,19
2138,02/12,-95.8,15
2139,12/14,-12.91,12
2140,11/18,-13.21,12
2141,02/08,80.89,10
2142,02/28,-56.64,10
2143,08/06,-25.48,14
